Instruction 1,Instruction 2,Conflict Type
"OR R7, R1, R2","LOAD R0, R7, R3",WAR
"XOR R1, R0, 30","XOR R1, R0, 31",WAW
"SUB R13, R0, 17","DIV R13, R0, 18",WAW
"SHIFT R1, R0, 0","XOR R1, R0, 34",WAW
"AND R6, R0, 24","SUB R6, R0, 10",WAW
"STORE R6, R1, R2","MUL R8, R3, 10",No_CONFLICT
"DIV R0, R0, 35","AND R12, R0, R2",RAW
"XOR R15, R0, 38","ADD R2, R15, R2",RAW
"STORE R10, R0, 47","STORE R0, R10, R2",RAW
"LOAD R11, R0, 49","STORE R11, R0, 33",WAW
"LOAD R1, R0, 23","AND R3, R1, R2",RAW
"STORE R12, R1, R2","STORE R6, R12, R3",WAR
"MUL R1, R0, 13","ADD R15, R1, R2",RAW
"MUL R8, R0, 42","DIV R8, R0, 48",WAW
"SHIFT R2, R0, 28","OR R2, R0, 37",WAW
"SUB R10, R1, R2","ADD R7, R3, 10",No_CONFLICT
"OR R11, R0, 49","XOR R11, R0, 31",WAW
"DIV R6, R1, R2","AND R7, R6, R3",WAR
"MUL R6, R1, R2","SHIFT R4, R3, 10",No_CONFLICT
"DIV R0, R1, R2","STORE R9, R3, 10",No_CONFLICT
"ADD R2, R0, 22","ADD R2, R0, 15",WAW
"AND R1, R1, R2","DIV R6, R1, R3",WAR
"LOAD R14, R0, 24","AND R13, R14, R2",RAW
"OR R1, R1, R2","MUL R9, R1, R3",WAR
"ADD R3, R1, R2","XOR R9, R3, 10",No_CONFLICT
"ADD R5, R1, R2","ADD R4, R5, R3",WAR
"SHIFT R14, R1, R2","SUB R1, R14, R3",WAR
"OR R7, R0, 45","SUB R14, R7, R2",RAW
"XOR R9, R0, 29","MUL R9, R0, 42",WAW
"DIV R14, R0, 45","SHIFT R14, R0, 3",WAW
"STORE R12, R0, 16","XOR R14, R12, R2",RAW
"XOR R4, R1, R2","STORE R0, R3, 10",No_CONFLICT
"ADD R12, R0, 43","AND R8, R12, R2",RAW
"OR R6, R1, R2","AND R14, R6, R3",WAR
"AND R13, R1, R2","SHIFT R0, R3, 10",No_CONFLICT
"AND R4, R0, 21","DIV R4, R0, 1",WAW
"SUB R3, R0, 42","MUL R2, R3, R2",RAW
"LOAD R2, R0, 9","SHIFT R2, R0, 33",WAW
"ADD R6, R1, R2","MUL R14, R6, R3",WAR
"SHIFT R3, R1, R2","XOR R15, R3, R3",WAR
"STORE R10, R1, R2","AND R11, R10, R3",WAR
"LOAD R4, R0, 12","STORE R4, R0, 39",WAW
"SUB R6, R1, R2","STORE R13, R3, 10",No_CONFLICT
"DIV R4, R0, 19","OR R10, R4, R2",RAW
"LOAD R0, R0, 45","LOAD R0, R0, 37",WAW
"OR R7, R1, R2","ADD R9, R7, R3",WAR
"STORE R7, R1, R2","AND R1, R3, 10",No_CONFLICT
"SUB R7, R1, R2","SUB R13, R7, R3",WAR
"ADD R6, R1, R2","XOR R11, R3, 10",No_CONFLICT
"AND R7, R0, 31","STORE R0, R7, R2",RAW
"SUB R7, R1, R2","SUB R1, R3, 10",No_CONFLICT
"ADD R10, R0, 38","STORE R10, R0, 15",WAW
"SUB R1, R0, 29","ADD R2, R1, R2",RAW
"MUL R12, R0, 22","XOR R3, R12, R2",RAW
"ADD R10, R1, R2","SUB R12, R3, 10",No_CONFLICT
"SHIFT R5, R1, R2","DIV R8, R5, R3",WAR
"AND R8, R0, 49","OR R8, R0, 37",WAW
"MUL R9, R1, R2","ADD R4, R9, R3",WAR
"OR R15, R1, R2","STORE R9, R3, 10",No_CONFLICT
"AND R13, R0, 9","STORE R13, R0, 28",WAW
"SHIFT R1, R1, R2","XOR R11, R1, R3",WAR
"LOAD R8, R1, R2","STORE R6, R3, 10",No_CONFLICT
"SUB R6, R0, 30","STORE R6, R0, 43",WAW
"SHIFT R11, R0, 50","ADD R11, R0, 25",WAW
"SUB R13, R1, R2","AND R2, R3, 10",No_CONFLICT
"AND R11, R0, 20","STORE R2, R11, R2",RAW
"ADD R15, R1, R2","LOAD R14, R3, 10",No_CONFLICT
"DIV R0, R0, 36","SUB R0, R0, 45",WAW
"DIV R4, R1, R2","XOR R4, R4, R3",WAR
"ADD R0, R1, R2","ADD R10, R3, 10",No_CONFLICT
"OR R4, R1, R2","LOAD R3, R4, R3",WAR
"SHIFT R4, R0, 45","STORE R4, R0, 14",WAW
"AND R15, R1, R2","AND R6, R15, R3",WAR
"MUL R10, R1, R2","ADD R2, R3, 10",No_CONFLICT
"SUB R10, R0, 46","XOR R10, R0, 21",WAW
"ADD R12, R1, R2","OR R9, R12, R3",WAR
"SUB R8, R1, R2","MUL R1, R3, 10",No_CONFLICT
"XOR R2, R0, 50","XOR R2, R0, 46",WAW
"SHIFT R0, R0, 25","SUB R11, R0, R2",RAW
"ADD R2, R1, R2","MUL R12, R2, R3",WAR
"OR R11, R0, 2","AND R11, R0, 35",WAW
"OR R6, R0, 37","SHIFT R6, R0, 39",WAW
"MUL R10, R1, R2","SUB R11, R10, R3",WAR
"MUL R15, R0, 21","STORE R15, R0, 49",WAW
"DIV R3, R0, 27","AND R5, R3, R2",RAW
"ADD R13, R0, 7","XOR R11, R13, R2",RAW
"AND R3, R1, R2","OR R14, R3, R3",WAR
"ADD R7, R1, R2","OR R3, R7, R3",WAR
"OR R8, R0, 5","LOAD R12, R8, R2",RAW
"XOR R13, R0, 37","ADD R9, R13, R2",RAW
"OR R5, R1, R2","XOR R10, R5, R3",WAR
"MUL R6, R0, 39","STORE R11, R6, R2",RAW
"XOR R8, R1, R2","AND R14, R3, 10",No_CONFLICT
"STORE R7, R1, R2","MUL R13, R3, 10",No_CONFLICT
"DIV R12, R1, R2","ADD R6, R3, 10",No_CONFLICT
"SUB R3, R1, R2","SUB R9, R3, 10",No_CONFLICT
"SUB R1, R0, 22","LOAD R1, R0, 8",WAW
"STORE R9, R0, 16","LOAD R11, R9, R2",RAW
"DIV R3, R0, 4","OR R3, R0, 10",WAW
"DIV R0, R1, R2","AND R1, R3, 10",No_CONFLICT
"MUL R8, R0, 7","DIV R6, R8, R2",RAW
"STORE R15, R0, 30","STORE R10, R15, R2",RAW
"STORE R0, R1, R2","MUL R1, R0, R3",WAR
"DIV R15, R0, 16","OR R14, R15, R2",RAW
"MUL R0, R1, R2","OR R8, R0, R3",WAR
"MUL R3, R1, R2","STORE R0, R3, 10",No_CONFLICT
"OR R5, R0, 21","XOR R5, R0, 28",WAW
"MUL R5, R1, R2","SHIFT R13, R3, 10",No_CONFLICT
"OR R10, R0, 37","STORE R7, R10, R2",RAW
"OR R11, R1, R2","XOR R6, R11, R3",WAR
"OR R13, R1, R2","XOR R4, R3, 10",No_CONFLICT
"SHIFT R2, R0, 6","XOR R3, R2, R2",RAW
"SHIFT R11, R1, R2","STORE R4, R11, R3",WAR
"MUL R10, R1, R2","ADD R7, R3, 10",No_CONFLICT
"LOAD R6, R0, 40","AND R6, R0, 28",WAW
"MUL R7, R0, 22","SUB R5, R7, R2",RAW
"DIV R12, R1, R2","XOR R2, R12, R3",WAR
"ADD R8, R0, 46","AND R2, R8, R2",RAW
"SUB R12, R1, R2","DIV R3, R3, 10",No_CONFLICT
"XOR R10, R0, 17","XOR R10, R0, 23",WAW
"ADD R7, R1, R2","LOAD R8, R3, 10",No_CONFLICT
"LOAD R15, R1, R2","MUL R5, R15, R3",WAR
"SHIFT R13, R1, R2","XOR R13, R13, R3",WAR
"MUL R2, R0, 41","MUL R2, R0, 29",WAW
"AND R10, R0, 6","OR R3, R10, R2",RAW
"MUL R15, R0, 30","DIV R0, R15, R2",RAW
"SHIFT R10, R0, 31","STORE R10, R0, 19",WAW
"OR R6, R1, R2","OR R6, R6, R3",WAR
"SHIFT R5, R0, 32","STORE R5, R0, 5",WAW
"ADD R2, R0, 17","LOAD R2, R0, 44",WAW
"SUB R1, R1, R2","MUL R9, R3, 10",No_CONFLICT
"SHIFT R10, R1, R2","STORE R0, R10, R3",WAR
"SHIFT R9, R0, 7","STORE R9, R0, 45",WAW
"ADD R15, R0, 18","ADD R1, R15, R2",RAW
"DIV R7, R0, 0","SUB R2, R7, R2",RAW
"STORE R1, R1, R2","XOR R6, R1, R3",WAR
"ADD R7, R1, R2","SUB R11, R7, R3",WAR
"ADD R13, R0, 40","XOR R13, R0, 46",WAW
"LOAD R15, R1, R2","AND R0, R15, R3",WAR
"LOAD R10, R0, 40","AND R12, R10, R2",RAW
"OR R5, R0, 34","ADD R5, R0, 50",WAW
"ADD R8, R0, 20","XOR R8, R0, 26",WAW
"STORE R8, R0, 2","OR R4, R8, R2",RAW
"OR R1, R0, 19","OR R15, R1, R2",RAW
"SUB R14, R1, R2","DIV R1, R3, 10",No_CONFLICT
"DIV R8, R0, 18","STORE R4, R8, R2",RAW
"OR R8, R1, R2","AND R7, R3, 10",No_CONFLICT
"MUL R10, R1, R2","SUB R5, R10, R3",WAR
"AND R10, R1, R2","ADD R15, R10, R3",WAR
"DIV R11, R1, R2","AND R1, R3, 10",No_CONFLICT
"MUL R8, R1, R2","MUL R1, R8, R3",WAR
"XOR R1, R1, R2","SUB R7, R3, 10",No_CONFLICT
"MUL R9, R0, 45","LOAD R9, R0, 50",WAW
"SHIFT R6, R0, 30","XOR R6, R0, 26",WAW
"SHIFT R10, R0, 36","AND R10, R0, 2",WAW
"DIV R1, R0, 0","SUB R1, R0, 0",WAW
"SUB R1, R1, R2","ADD R5, R3, 10",No_CONFLICT
"AND R2, R1, R2","SHIFT R6, R3, 10",No_CONFLICT
"SUB R10, R1, R2","OR R1, R10, R3",WAR
"AND R13, R0, 45","AND R13, R0, 3",WAW
"SHIFT R13, R0, 48","STORE R11, R13, R2",RAW
"SHIFT R12, R0, 38","AND R12, R0, 44",WAW
"AND R12, R1, R2","ADD R1, R12, R3",WAR
"STORE R0, R1, R2","STORE R15, R3, 10",No_CONFLICT
"STORE R9, R1, R2","ADD R9, R3, 10",No_CONFLICT
"DIV R15, R0, 49","DIV R15, R0, 43",WAW
"STORE R2, R0, 48","STORE R2, R0, 8",WAW
"STORE R13, R1, R2","OR R10, R13, R3",WAR
"OR R7, R1, R2","MUL R10, R7, R3",WAR
"MUL R10, R0, 8","STORE R10, R0, 32",WAW
"STORE R10, R0, 15","SHIFT R3, R10, R2",RAW
"AND R3, R0, 27","LOAD R3, R0, 30",WAW
"AND R1, R0, 39","SHIFT R1, R0, 21",WAW
"AND R12, R1, R2","OR R1, R3, 10",No_CONFLICT
"XOR R1, R1, R2","XOR R4, R1, R3",WAR
"AND R4, R1, R2","AND R8, R4, R3",WAR
"AND R14, R1, R2","SUB R8, R3, 10",No_CONFLICT
"XOR R9, R0, 45","SHIFT R1, R9, R2",RAW
"DIV R11, R0, 23","AND R0, R11, R2",RAW
"DIV R12, R1, R2","XOR R12, R12, R3",WAR
"XOR R6, R1, R2","STORE R6, R3, 10",No_CONFLICT
"SUB R11, R1, R2","STORE R7, R11, R3",WAR
"MUL R15, R0, 21","SHIFT R12, R15, R2",RAW
"AND R12, R1, R2","MUL R12, R12, R3",WAR
"XOR R5, R1, R2","MUL R4, R3, 10",No_CONFLICT
"DIV R7, R0, 8","ADD R11, R7, R2",RAW
"XOR R1, R0, 8","XOR R1, R0, 43",WAW
"DIV R2, R1, R2","DIV R3, R3, 10",No_CONFLICT
"DIV R8, R0, 2","AND R9, R8, R2",RAW
"XOR R0, R1, R2","AND R0, R0, R3",WAR
"DIV R11, R1, R2","AND R7, R11, R3",WAR
"LOAD R9, R1, R2","XOR R8, R9, R3",WAR
"SHIFT R12, R1, R2","DIV R3, R12, R3",WAR
"STORE R7, R0, 2","LOAD R9, R7, R2",RAW
"ADD R11, R0, 47","SUB R8, R11, R2",RAW
"SUB R5, R0, 45","MUL R8, R5, R2",RAW
"SUB R7, R1, R2","SUB R13, R3, 10",No_CONFLICT
"MUL R13, R0, 47","DIV R0, R13, R2",RAW
"OR R3, R0, 40","SHIFT R0, R3, R2",RAW
"MUL R2, R1, R2","XOR R12, R2, R3",WAR
"SHIFT R0, R1, R2","DIV R10, R3, 10",No_CONFLICT
"SUB R12, R1, R2","SHIFT R2, R3, 10",No_CONFLICT
"SUB R11, R1, R2","LOAD R2, R11, R3",WAR
"SUB R9, R0, 23","AND R9, R0, 9",WAW
"MUL R1, R0, 7","STORE R1, R0, 49",WAW
"DIV R15, R0, 19","SHIFT R13, R15, R2",RAW
"OR R8, R1, R2","XOR R13, R3, 10",No_CONFLICT
"OR R1, R1, R2","ADD R6, R1, R3",WAR
"SUB R5, R0, 28","SHIFT R3, R5, R2",RAW
"MUL R1, R1, R2","OR R7, R3, 10",No_CONFLICT
"MUL R1, R0, 16","SHIFT R1, R0, 50",WAW
"XOR R4, R1, R2","OR R9, R3, 10",No_CONFLICT
"ADD R6, R0, 23","LOAD R6, R6, R2",RAW
"LOAD R14, R0, 47","STORE R12, R14, R2",RAW
"MUL R4, R0, 35","XOR R8, R4, R2",RAW
"SUB R12, R1, R2","LOAD R10, R12, R3",WAR
"XOR R4, R0, 40","MUL R15, R4, R2",RAW
"SUB R0, R0, 29","LOAD R0, R0, 38",WAW
"DIV R13, R0, 41","AND R4, R13, R2",RAW
"AND R12, R0, 16","SUB R12, R0, 27",WAW
"ADD R5, R1, R2","DIV R15, R5, R3",WAR
"SUB R13, R0, 36","DIV R13, R0, 9",WAW
"DIV R5, R1, R2","AND R11, R3, 10",No_CONFLICT
"SUB R7, R1, R2","XOR R13, R3, 10",No_CONFLICT
"XOR R12, R1, R2","LOAD R3, R12, R3",WAR
"STORE R12, R1, R2","STORE R0, R3, 10",No_CONFLICT
"LOAD R7, R1, R2","SHIFT R6, R7, R3",WAR
"STORE R6, R0, 40","STORE R11, R6, R2",RAW
"SUB R7, R1, R2","SUB R5, R7, R3",WAR
"OR R7, R1, R2","SUB R12, R7, R3",WAR
"SHIFT R5, R1, R2","OR R14, R3, 10",No_CONFLICT
"LOAD R0, R0, 21","OR R8, R0, R2",RAW
"LOAD R6, R1, R2","MUL R12, R3, 10",No_CONFLICT
"MUL R7, R0, 18","XOR R0, R7, R2",RAW
"LOAD R8, R1, R2","ADD R13, R3, 10",No_CONFLICT
"SUB R14, R0, 14","OR R9, R14, R2",RAW
"SUB R9, R1, R2","STORE R11, R9, R3",WAR
"OR R4, R1, R2","ADD R4, R4, R3",WAR
"OR R3, R0, 13","DIV R3, R0, 21",WAW
"SHIFT R10, R0, 27","AND R15, R10, R2",RAW
"SHIFT R6, R0, 39","ADD R6, R0, 22",WAW
"LOAD R10, R0, 43","OR R6, R10, R2",RAW
"LOAD R3, R1, R2","LOAD R12, R3, 10",No_CONFLICT
"LOAD R14, R0, 33","OR R14, R0, 39",WAW
"SHIFT R3, R0, 22","SUB R2, R3, R2",RAW
"ADD R9, R0, 41","STORE R14, R9, R2",RAW
"OR R13, R1, R2","AND R6, R3, 10",No_CONFLICT
"SUB R9, R0, 19","MUL R3, R9, R2",RAW
"LOAD R15, R0, 45","SUB R15, R0, 45",WAW
"AND R3, R0, 49","STORE R1, R3, R2",RAW
"XOR R9, R1, R2","DIV R11, R9, R3",WAR
"LOAD R7, R0, 39","XOR R7, R0, 1",WAW
"AND R5, R0, 3","SHIFT R5, R0, 20",WAW
"AND R4, R0, 25","DIV R4, R0, 20",WAW
"MUL R9, R1, R2","AND R10, R9, R3",WAR
"XOR R1, R0, 6","SUB R1, R0, 47",WAW
"AND R7, R0, 37","XOR R11, R7, R2",RAW
"DIV R7, R0, 36","MUL R7, R0, 1",WAW
"STORE R7, R1, R2","STORE R11, R3, 10",No_CONFLICT
"MUL R2, R0, 41","DIV R2, R0, 20",WAW
"XOR R3, R0, 18","SUB R6, R3, R2",RAW
"XOR R7, R1, R2","LOAD R6, R3, 10",No_CONFLICT
"SHIFT R0, R1, R2","LOAD R4, R3, 10",No_CONFLICT
"OR R11, R1, R2","AND R1, R3, 10",No_CONFLICT
"MUL R3, R1, R2","SHIFT R12, R3, 10",No_CONFLICT
"AND R9, R1, R2","LOAD R10, R3, 10",No_CONFLICT
"ADD R6, R0, 23","AND R7, R6, R2",RAW
"ADD R9, R1, R2","STORE R13, R3, 10",No_CONFLICT
"STORE R14, R1, R2","XOR R0, R14, R3",WAR
"MUL R11, R0, 10","STORE R11, R0, 25",WAW
"MUL R7, R0, 41","ADD R7, R0, 2",WAW
"LOAD R8, R1, R2","STORE R3, R8, R3",WAR
"MUL R13, R0, 40","DIV R9, R13, R2",RAW
"LOAD R12, R1, R2","XOR R6, R3, 10",No_CONFLICT
"ADD R9, R1, R2","SUB R10, R9, R3",WAR
"DIV R4, R0, 0","XOR R9, R4, R2",RAW
"AND R1, R0, 23","STORE R9, R1, R2",RAW
"DIV R10, R1, R2","AND R15, R3, 10",No_CONFLICT
"STORE R15, R0, 34","MUL R12, R15, R2",RAW
"AND R10, R0, 27","SUB R15, R10, R2",RAW
"AND R2, R1, R2","DIV R0, R3, 10",No_CONFLICT
"SUB R10, R0, 43","AND R10, R0, 50",WAW
"SHIFT R7, R1, R2","DIV R2, R7, R3",WAR
"AND R4, R0, 17","LOAD R13, R4, R2",RAW
"SUB R12, R0, 38","STORE R12, R0, 28",WAW
"SHIFT R3, R0, 10","AND R3, R0, 47",WAW
"MUL R9, R1, R2","ADD R7, R9, R3",WAR
"AND R3, R0, 38","XOR R15, R3, R2",RAW
"OR R11, R1, R2","MUL R3, R3, 10",No_CONFLICT
"LOAD R0, R0, 9","STORE R0, R0, 25",WAW
"SHIFT R10, R0, 27","LOAD R12, R10, R2",RAW
"OR R13, R0, 13","AND R14, R13, R2",RAW
"DIV R9, R0, 21","AND R9, R0, 19",WAW
"DIV R8, R0, 48","AND R8, R0, 36",WAW
"MUL R12, R0, 20","SHIFT R12, R0, 19",WAW
"XOR R5, R0, 9","MUL R5, R0, 7",WAW
"XOR R15, R1, R2","DIV R11, R3, 10",No_CONFLICT
"SHIFT R13, R0, 49","MUL R13, R0, 22",WAW
"XOR R10, R0, 25","STORE R15, R10, R2",RAW
"MUL R9, R0, 10","ADD R9, R0, 10",WAW
"STORE R14, R1, R2","AND R14, R3, 10",No_CONFLICT
"SUB R4, R0, 41","AND R4, R0, 8",WAW
"MUL R7, R0, 16","AND R7, R0, 3",WAW
"XOR R5, R1, R2","LOAD R8, R5, R3",WAR
"STORE R7, R1, R2","SUB R10, R7, R3",WAR
"SHIFT R9, R0, 4","STORE R7, R9, R2",RAW
"MUL R11, R1, R2","AND R14, R3, 10",No_CONFLICT
"SHIFT R4, R0, 43","XOR R6, R4, R2",RAW
"OR R0, R1, R2","SUB R12, R3, 10",No_CONFLICT
"ADD R6, R0, 44","DIV R5, R6, R2",RAW
"LOAD R1, R0, 44","SUB R12, R1, R2",RAW
"OR R7, R1, R2","ADD R14, R3, 10",No_CONFLICT
"DIV R1, R0, 48","STORE R1, R0, 9",WAW
"AND R11, R1, R2","DIV R9, R11, R3",WAR
"SHIFT R7, R0, 19","XOR R6, R7, R2",RAW
"SHIFT R14, R1, R2","SHIFT R15, R14, R3",WAR
"SHIFT R2, R1, R2","ADD R0, R3, 10",No_CONFLICT
"ADD R15, R1, R2","MUL R12, R3, 10",No_CONFLICT
"XOR R8, R0, 34","SUB R3, R8, R2",RAW
"ADD R5, R1, R2","MUL R11, R3, 10",No_CONFLICT
"STORE R11, R0, 35","DIV R11, R0, 49",WAW
"AND R10, R1, R2","AND R5, R3, 10",No_CONFLICT
"AND R5, R1, R2","SUB R2, R3, 10",No_CONFLICT
"LOAD R13, R1, R2","XOR R1, R3, 10",No_CONFLICT
"DIV R2, R0, 44","ADD R2, R0, 48",WAW
"DIV R7, R1, R2","AND R0, R3, 10",No_CONFLICT
"AND R11, R1, R2","AND R12, R11, R3",WAR
"SUB R15, R0, 39","STORE R15, R0, 5",WAW
"STORE R4, R1, R2","SHIFT R5, R4, R3",WAR
"OR R9, R0, 40","STORE R14, R9, R2",RAW
"ADD R11, R0, 11","STORE R11, R11, R2",RAW
"DIV R6, R1, R2","SUB R0, R3, 10",No_CONFLICT
"STORE R1, R0, 45","DIV R8, R1, R2",RAW
"MUL R13, R0, 1","OR R13, R0, 39",WAW
"OR R0, R1, R2","STORE R13, R3, 10",No_CONFLICT
"SHIFT R7, R0, 32","OR R10, R7, R2",RAW
"SHIFT R14, R0, 6","AND R15, R14, R2",RAW
"ADD R3, R0, 32","DIV R3, R0, 19",WAW
"AND R7, R0, 34","SHIFT R7, R0, 8",WAW
"STORE R9, R0, 46","STORE R12, R9, R2",RAW
"SUB R6, R0, 45","SUB R6, R0, 35",WAW
"SUB R15, R1, R2","OR R14, R15, R3",WAR
"LOAD R4, R0, 9","SUB R4, R0, 16",WAW
"AND R8, R0, 17","DIV R10, R8, R2",RAW
"SUB R9, R0, 36","MUL R2, R9, R2",RAW
"SHIFT R5, R1, R2","SUB R13, R5, R3",WAR
"SUB R9, R1, R2","STORE R3, R3, 10",No_CONFLICT
"MUL R10, R0, 4","ADD R3, R10, R2",RAW
"OR R15, R1, R2","SUB R2, R3, 10",No_CONFLICT
"LOAD R12, R0, 30","XOR R15, R12, R2",RAW
"OR R0, R1, R2","STORE R10, R0, R3",WAR
"SHIFT R5, R1, R2","SHIFT R11, R5, R3",WAR
"XOR R15, R1, R2","STORE R15, R15, R3",WAR
"SUB R8, R1, R2","SHIFT R1, R8, R3",WAR
"XOR R5, R0, 14","DIV R3, R5, R2",RAW
"DIV R14, R1, R2","LOAD R11, R14, R3",WAR
"LOAD R11, R0, 29","LOAD R11, R0, 34",WAW
"MUL R0, R0, 16","SHIFT R0, R0, 6",WAW
"ADD R7, R1, R2","AND R14, R7, R3",WAR
"LOAD R9, R1, R2","STORE R0, R3, 10",No_CONFLICT
"OR R4, R0, 46","MUL R4, R0, 9",WAW
"MUL R1, R1, R2","STORE R8, R3, 10",No_CONFLICT
"XOR R6, R1, R2","OR R6, R6, R3",WAR
"MUL R1, R1, R2","LOAD R2, R1, R3",WAR
"AND R14, R1, R2","LOAD R10, R14, R3",WAR
"ADD R8, R1, R2","OR R11, R8, R3",WAR
"OR R8, R0, 24","DIV R8, R0, 26",WAW
"STORE R1, R0, 3","AND R1, R0, 39",WAW
"MUL R11, R0, 12","ADD R8, R11, R2",RAW
"XOR R11, R0, 18","MUL R11, R0, 44",WAW
"ADD R9, R0, 34","DIV R12, R9, R2",RAW
"SHIFT R1, R1, R2","MUL R0, R3, 10",No_CONFLICT
"AND R4, R0, 20","LOAD R12, R4, R2",RAW
"LOAD R9, R1, R2","XOR R2, R3, 10",No_CONFLICT
"MUL R4, R1, R2","SUB R7, R3, 10",No_CONFLICT
"AND R14, R0, 42","OR R14, R0, 23",WAW
"AND R5, R0, 33","LOAD R5, R0, 2",WAW
"DIV R12, R1, R2","OR R8, R12, R3",WAR
"OR R5, R1, R2","DIV R15, R3, 10",No_CONFLICT
"XOR R4, R0, 12","OR R12, R4, R2",RAW
"MUL R7, R0, 24","OR R7, R0, 38",WAW
"ADD R10, R1, R2","SUB R9, R3, 10",No_CONFLICT
"OR R0, R1, R2","XOR R0, R0, R3",WAR
"SUB R1, R1, R2","LOAD R2, R1, R3",WAR
"DIV R2, R0, 26","SHIFT R2, R2, R2",RAW
"OR R14, R0, 35","LOAD R14, R0, 13",WAW
"XOR R9, R0, 35","STORE R15, R9, R2",RAW
"MUL R13, R0, 28","AND R13, R0, 50",WAW
"LOAD R1, R1, R2","MUL R7, R1, R3",WAR
"XOR R10, R1, R2","LOAD R12, R3, 10",No_CONFLICT
"XOR R10, R0, 26","STORE R10, R0, 37",WAW
"MUL R15, R0, 41","SUB R9, R15, R2",RAW
"XOR R15, R0, 30","SHIFT R15, R0, 48",WAW
"SHIFT R6, R1, R2","LOAD R15, R6, R3",WAR
"DIV R2, R0, 18","MUL R10, R2, R2",RAW
"OR R9, R1, R2","XOR R4, R9, R3",WAR
"STORE R11, R1, R2","STORE R8, R11, R3",WAR
"STORE R8, R0, 41","STORE R0, R8, R2",RAW
"DIV R15, R0, 5","DIV R15, R0, 13",WAW
"STORE R11, R0, 2","ADD R13, R11, R2",RAW
"AND R5, R0, 18","ADD R5, R0, 33",WAW
"STORE R8, R1, R2","MUL R12, R8, R3",WAR
"STORE R11, R1, R2","LOAD R15, R3, 10",No_CONFLICT
"ADD R10, R1, R2","DIV R1, R10, R3",WAR
"ADD R5, R1, R2","SHIFT R2, R3, 10",No_CONFLICT
"MUL R12, R0, 17","AND R12, R0, 11",WAW
"OR R8, R1, R2","MUL R15, R3, 10",No_CONFLICT
"OR R14, R0, 49","STORE R14, R0, 44",WAW
"AND R6, R1, R2","MUL R7, R3, 10",No_CONFLICT
"MUL R7, R1, R2","DIV R0, R3, 10",No_CONFLICT
"AND R13, R0, 15","SUB R7, R13, R2",RAW
"LOAD R8, R1, R2","XOR R12, R8, R3",WAR
"DIV R2, R1, R2","ADD R9, R2, R3",WAR
"AND R12, R0, 28","SUB R0, R12, R2",RAW
"ADD R2, R0, 46","OR R2, R0, 28",WAW
"STORE R13, R0, 29","XOR R13, R0, 40",WAW
"STORE R0, R0, 9","SUB R0, R0, 16",WAW
"SUB R12, R1, R2","DIV R11, R12, R3",WAR
"SHIFT R1, R1, R2","XOR R11, R1, R3",WAR
"STORE R6, R1, R2","XOR R12, R3, 10",No_CONFLICT
"ADD R8, R0, 29","STORE R4, R8, R2",RAW
"AND R15, R1, R2","XOR R3, R3, 10",No_CONFLICT
"XOR R12, R1, R2","SUB R12, R3, 10",No_CONFLICT
"SUB R9, R1, R2","SUB R13, R3, 10",No_CONFLICT
"OR R3, R1, R2","AND R9, R3, 10",No_CONFLICT
"ADD R10, R0, 12","OR R4, R10, R2",RAW
"LOAD R7, R1, R2","SUB R11, R7, R3",WAR
"STORE R6, R0, 46","MUL R6, R0, 41",WAW
"AND R3, R1, R2","XOR R5, R3, R3",WAR
"MUL R13, R0, 44","AND R13, R0, 50",WAW
"SUB R0, R0, 37","SUB R0, R0, 42",WAW
"SHIFT R7, R0, 3","STORE R0, R7, R2",RAW
"MUL R10, R1, R2","LOAD R4, R3, 10",No_CONFLICT
"SUB R2, R0, 7","STORE R0, R2, R2",RAW
"AND R13, R0, 33","LOAD R9, R13, R2",RAW
"ADD R13, R0, 19","MUL R13, R0, 14",WAW
"LOAD R11, R0, 42","AND R11, R0, 12",WAW
"DIV R15, R0, 41","SUB R13, R15, R2",RAW
"XOR R7, R1, R2","ADD R9, R3, 10",No_CONFLICT
"STORE R10, R1, R2","MUL R2, R3, 10",No_CONFLICT
"LOAD R2, R1, R2","STORE R12, R2, R3",WAR
"SHIFT R2, R0, 37","LOAD R2, R0, 22",WAW
"AND R6, R1, R2","SHIFT R10, R6, R3",WAR
"AND R12, R0, 23","STORE R12, R0, 17",WAW
"LOAD R8, R1, R2","STORE R14, R8, R3",WAR
"ADD R13, R0, 10","LOAD R1, R13, R2",RAW
"DIV R2, R1, R2","STORE R15, R3, 10",No_CONFLICT
"ADD R10, R1, R2","XOR R5, R10, R3",WAR
"SUB R1, R1, R2","LOAD R3, R1, R3",WAR
"SUB R2, R1, R2","SUB R12, R2, R3",WAR
"SHIFT R3, R1, R2","AND R0, R3, 10",No_CONFLICT
"LOAD R10, R0, 38","LOAD R2, R10, R2",RAW
"ADD R15, R0, 46","XOR R15, R0, 12",WAW
"MUL R0, R1, R2","MUL R1, R3, 10",No_CONFLICT
"AND R15, R0, 21","SUB R15, R15, R2",RAW
"MUL R10, R0, 20","XOR R15, R10, R2",RAW
"OR R11, R1, R2","XOR R2, R11, R3",WAR
"OR R13, R0, 5","DIV R5, R13, R2",RAW
"AND R15, R1, R2","MUL R9, R15, R3",WAR
"MUL R0, R0, 25","OR R0, R0, 9",WAW
"AND R2, R1, R2","ADD R8, R2, R3",WAR
